Serial,PMID,URL,Title,occurrence:: initial,occurrence:: update,taxonomy:: single strain,taxonomy:: single species,taxonomy:: multi-species,taxonomy:: virus,taxonomy:: eubacteria,taxonomy:: archaebacteia,taxonomy:: eukaryotes,taxonomy:: mammals,taxonomy:: model organism,taxonomy:: human,taxonomy:: invertebrate,taxonomy:: vertebrate,taxonomy:: unicellular eukaryotes,taxonomy:: plants,taxonomy:: fungi,data:: single molecule type,data:: DNA,data:: RNA,data:: protein,data:: lipids,data:: carbohydrates,data:: chemicals and small molecules,data:: genes,data:: genome,data:: transcriptome,data:: proteome,data:: metabolome,data:: structure,data:: sequence,data:: short tandem repeats,data:: intron/exon,data:: coding/non-coding DNA,data:: complements,data:: transposons,data:: promoters and regulators,data:: metal ion binding/ interactions,data:: enzymatic sites/ complexes,data:: localization,data:: motif,data:: classification,data:: genetic similarity and/or conservation,data:: properties and annotation,data:: enzymes,data:: ribozymes,data:: pathways,data:: protein-nucleic acid interactions,data:: protein-protein interactions,data:: post-translational modifications,data:: diseases,data:: mutations and polymorphisms,data:: probes and primers,data:: antibodies,data:: ligand activity and pairs,data:: drugs and drug targets,data:: clinical,data:: literature,data:: statistics,data:: ancient,data:: comparative,data:: high-throughput,data:: microarray,data:: NGS,data:: crystallography,data:: mass spectrometry,data:: images,data:: images:: microscopic,data:: model,data:: model:: 3D,data:: model:: interactions,data:: inferred,system:: organelles,system:: nucleus,system:: cytoplasm,system:: mitochondria,system:: chloroplast,system:: ribosome,system:: extracellular,system:: whole cell,system:: tissues,system:: organs,system:: organ systems,system:: organism,system:: population,access:: web forms/applications,access:: programmatic,access:: data download,access:: submission,status:: alive,status:: dead,status:: unknown,Category_List
53,23794736,http://www.maayanlab.net/ESCAPE,ESCAPE: database for integrating high-content published data collected from human and mouse embryonic stem cells,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: model organism | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: protein | data:: genes | data:: genome | data:: transcriptome | data:: proteome | data:: sequence | data:: literature | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
52,24185696,http://www.med.unsw.edu.au/CRCWeb.nsf/page/BloodChIP,BloodChIP: a database of comparative genome-wide transcription factor binding profiles in human blood cells,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: genes | data:: genome | data:: transcriptome | data:: protein-nucleic acid interactions | data:: literature | access:: web forms/applications | access:: data download | status:: alive
228,23766708,http://cwtung.kmu.edu.tw/tipdb,TIPdb: A Database of Anticancer; Antiplatelet; and Antituberculosis Phytochemicals from Indigenous Plants in Taiwan,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: chemicals and small molecules | data:: structure | data:: drugs and drug targets | data:: literature | data:: model:: 3D | access:: web forms/applications | access:: data download | status:: alive
259,23500449,http://bsb.kiz.ac.cn:90/DEER/,The DEER database: a bridge connecting drugs; environmental effects; and regulations,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: chemicals and small molecules | data:: pathways | data:: drugs and drug targets | data:: literature | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
145,23161674,http://proteinformatics.charite.de/voronoia4rna/,Voronoia4RNA--a database of atomic packing densities of RNA structures and their complexes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: RNA | data:: protein | data:: structure | data:: model | data:: model:: 3D | data:: model:: interactions | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
290,24194601,http://202.38.126.151/hmdd/tools/hmdd2.html,HMDD v2.0: a database for experimentally supported human microRNA and disease associations,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: update | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: RNA | data:: sequence | data:: properties and annotation | data:: diseases | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
164,23118484,http://modomics.genesilico.pl,MODOMICS: a database of RNA modification pathways--2013 update,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: RNA | data:: protein | data:: pathways | data:: post-translational modifications | data:: literature | access:: web forms/applications | access:: data download | status:: alive
146,23772554,http://primos.fh-hagenberg.at,PRIMOS: An Integrated Database of Reassessed Protein-Protein Interactions Providing Web-Based Access to In Silico Validation of Experimentally Derived Data,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: single molecule type | data:: protein | data:: sequence | data:: protein-protein interactions | data:: diseases | data:: literature | access:: web forms/applications | access:: data download | status:: alive
199,23451388,http://gmo-crl.jrc.ec.europa.eu/gmomethods/,ï»¿GMOMETHODS: the European Union database of reference methods for GMO analysis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: DNA | data:: genes | data:: sequence | data:: probes and primers | data:: literature | access:: web forms/applications | access:: data download | status:: alive
198,23679342,http://hasezawa.ib.k.u-tokyo.ac.jp/lips/images.html,LIPS database with LIPService: a microscopic image database of intracellular structures in Arabidopsis guard cells,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: images | access:: web forms/applications | access:: data download | status:: alive
147,23161682,http://prgdb.org,PRGdb 2.0: towards a community-based database model for the analysis of R-genes in plants,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: update | taxonomy:: multi-species | taxonomy:: plants | data:: DNA | data:: genes | data:: sequence | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
195,23118488,http://hexevent.mmg.uci.edu,HEXEvent: a database of Human EXon splicing Events,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: sequence | data:: intron/exon | data:: literature | access:: web forms/applications | access:: data download | status:: alive
194,23448274,http://hi.ustc.edu.cn:8080/PASmiR,PASmiR: a literature-curated database for miRNA molecular regulation in plant response to abiotic stress,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: RNA | data:: genes | data:: transcriptome | data:: sequence | data:: literature | status:: unknown
197,23125365,http://hbvdb.ibcp.fr,HBVdb: a knowledge database for Hepatitis B Virus,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: virus | data:: DNA | data:: RNA | data:: protein | data:: genes | data:: genome | data:: sequence | data:: properties and annotation | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
196,23370713,http://helos.pgml.uga.edu/qtl/,CSGRqtl; a Comparative Quantitative Trait Locus Database for Saccharinae Grasses,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: plants | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: genetic similarity and/or conservation | data:: properties and annotation | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
191,23545212,http://imsdb.mpi-inf.mpg.de,An integrative clinical database and diagnostics platform for biomarker identification and analysis in ion mobility spectra of human exhaled air,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: chemicals and small molecules | access:: web forms/applications | access:: data download | status:: alive
190,23599502,http://instruct.yulab.org,INstruct: a database of high-quality 3D structurally resolved protein interactome networks,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: single molecule type | data:: protein | data:: genes | data:: structure | data:: sequence | data:: protein-protein interactions | data:: literature | data:: model:: 3D | data:: model:: interactions | access:: web forms/applications | access:: data download | status:: alive
193,23516335,http://ibsd.gov.in/debdom/,DEBDOM: Database Exploring Banana Diversity of Manipur,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: classification | data:: literature | data:: statistics | data:: images | system:: population | access:: web forms/applications | access:: data download | status:: alive
192,23155061,http://iimcb.genesilico.pl/rnapathwaysdb,RNApathwaysDB--a database of RNA maturation and decay pathways,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: DNA | data:: RNA | data:: protein | data:: genes | data:: sequence | data:: promoters and regulators | data:: enzymatic sites/ complexes | data:: enzymes | data:: ribozymes | data:: pathways | data:: literature | data:: model:: 3D | access:: web forms/applications | access:: data download | status:: alive
115,23895709,http://T4SS.bioinfo-icdc.org,T4SP: A Novel Tool and Database for Type IV Secretion Systems in Bacterial Genomes,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eubacteria | data:: single molecule type | data:: DNA | data:: genes | data:: pathways | data:: literature | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
114,23482072,http://tfgd.ihb.ac.cn/,Tetrahymena functional genomics database (TetraFGD): an integrated resource for Tetrahymena functional genomics,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: unicellular eukaryotes | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: intron/exon | data:: properties and annotation | data:: microarray | system:: whole cell | system:: organism | access:: web forms/applications | access:: data download | status:: alive
117,23368899,http://symgrass.dyndns.org/,SymGRASS: a database of sugarcane orthologous genes involved in arbuscular mycorrhiza and root nodule symbiosis,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,occurrence:: initial | taxonomy:: single species | data:: DNA | data:: protein | data:: genes | data:: proteome | data:: sequence | data:: literature | status:: dead
116,24302579,http://syslab.nchu.edu.tw/DPRP/,DPRP: a database of phenotype-specific regulatory programs derived from transcription factor binding data,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: protein | data:: genes | data:: sequence | data:: promoters and regulators | data:: protein-nucleic acid interactions | data:: literature | data:: high-throughput | access:: web forms/applications | access:: data download | status:: alive
111,23515433,http://tiara.gmi.ac.kr,TIARA genome database: update 2013,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: RNA | data:: genes | data:: genome | data:: transcriptome | data:: sequence | data:: properties and annotation | data:: mutations and polymorphisms | data:: high-throughput | data:: microarray | access:: web forms/applications | access:: data download | status:: alive
110,23161689,http://topaz.gatech.edu/GeneTack/db.html,GeneTack database: genes with frameshifts in prokaryotic genomes and eukaryotic mRNA sequences,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: DNA | data:: genes | data:: genetic similarity and/or conservation | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
276,24150944,http://bioinfo.protres.ru/hrap/,HRaP: database of occurrence of HomoRepeats and patterns in proteomes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eubacteria | taxonomy:: eukaryotes | data:: single molecule type | data:: protein | data:: genes | data:: proteome | data:: sequence | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | status:: alive
112,23203989,http://thebiogrid.org,The BioGRID interaction database: 2013 update,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: DNA | data:: protein | data:: genes | data:: sequence | data:: protein-protein interactions | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: programmatic | access:: data download | access:: submission | status:: alive
278,23698860,http://biocomputing.it/tips,TiPs: a database of therapeutic targets in pathogens and associated tools,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: protein | data:: chemicals and small molecules | data:: genes | data:: structure | data:: sequence | data:: properties and annotation | data:: drugs and drug targets | data:: literature | data:: crystallography | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
83,24203703,http://www.cottongen.org,CottonGen: a genomics; genetics and breeding database for cotton research,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: initial | taxonomy:: multi-species | taxonomy:: eukaryotes | taxonomy:: plants | data:: single molecule type | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
80,23667450,http://www.ebi.ac.uk/apweiler-srv/lipidhome,LipidHome: a database of theoretical lipids optimized for high throughput mass spectrometry lipidomics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: lipids | data:: structure | data:: inferred | access:: web forms/applications | access:: data download | status:: alive
81,23475683,http://www.cypalleles.ki.se,Update on allele nomenclature for human cytochromes P450 and the Human Cytochrome P450 Allele (CYP-allele) Nomenclature Database,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: DNA | data:: protein | data:: genes | data:: structure | data:: sequence | data:: classification | data:: properties and annotation | data:: enzymes | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | status:: alive
119,23180783,http://swissregulon.unibas.ch,SwissRegulon; a database of genome-wide annotations of regulatory sites: recent updates,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: multi-species | data:: DNA | data:: promoters and regulators | data:: motif | data:: properties and annotation | access:: web forms/applications | access:: data download | status:: alive
87,23514094,http://www.cazy.org,Expansion of the enzymatic repertoire of the CAZy database to integrate auxiliary redox enzymes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: update | taxonomy:: multi-species | data:: DNA | data:: protein | data:: genes | data:: structure | data:: sequence | data:: enzymatic sites/ complexes | data:: enzymes | data:: literature | access:: web forms/applications | access:: data download | status:: alive
84,23661693,http://www.complement.us/cmap,CMAP: Complement Map Database,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: protein | data:: genes | data:: complements | data:: classification | data:: pathways | data:: literature | access:: web forms/applications | access:: data download | status:: alive
85,23846747,http://www.codnas.com.ar/,CoDNaS: a database of Conformational Diversity in the Native State of proteins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | data:: single molecule type | data:: protein | data:: structure | data:: literature | access:: web forms/applications | access:: data download | status:: alive
174,23658631,http://mabscessus.um.edu.my,MabsBase: a Mycobacterium abscessus genome and annotation database,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,occurrence:: initial | taxonomy:: single species | taxonomy:: eubacteria | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: properties and annotation | data:: literature | access:: web forms/applications | access:: data download | status:: alive
140,23696674,http://research.nhgri.nih.gov/CGD/,Clinical genomic database,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,occurrence:: update | taxonomy:: single species | taxonomy:: eukaryotes | taxonomy:: mammals | taxonomy:: human | taxonomy:: vertebrate | data:: single molecule type | data:: DNA | data:: genes | data:: genome | data:: sequence | data:: properties and annotation | data:: diseases | data:: mutations and polymorphisms | data:: literature | access:: web forms/applications | access:: data download | access:: submission | status:: alive
